,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,group
ENSG00000134109.6,61428.6188184081,-0.169597500650543,0.0763178319376937,-2.22225260262901,0.0262662393367976,0.170268966627405,NA
ENSG00000233416.1,18.2962711877461,0.29496202578298,0.239408088828535,1.23204703410934,0.217931515036825,0.533698939717811,NA
ENSG00000065268.6,1398.71768921482,-0.338520034148932,0.16956463247071,-1.9964070880607,0.0458896299189307,0.233443063674651,NA
ENSG00000204947.4,283.019841320948,-0.129426956749791,0.102174905586735,-1.26671961189063,0.205255564901502,0.518538532703221,NA
ENSG00000211946.2,6.39426748063357,1.23023404206141,0.472832553806736,2.60183871046292,0.0092725449875188,0.0921689606141551,NA
ENSG00000100106.15,8606.70259703271,-0.0477630976331983,0.0738399662584723,-0.646846146516461,0.517731522810365,0.787936068623453,NA
ENSG00000178996.8,21758.2651911247,-0.370784118722331,0.149130035958417,-2.48631415086441,0.0129073967865288,0.112225762011568,NA
ENSG00000268129.1,38.5214410242498,0.0901674309687908,0.139070230308211,0.648358967760097,0.51675280279047,0.787435633040915,NA
ENSG00000125319.10,276.054301399378,-0.391733467210474,0.140908066893655,-2.78006416414839,0.00543481587323789,0.0683707940959009,NA
ENSG00000090316.11,15439.6116946456,-0.132562839704338,0.0700345458437152,-1.89282072307797,0.0583817147276338,0.266258984623251,NA
ENSG00000272354.1,3.09395718887042,-0.368047466445536,0.398030091712798,-0.924672465998133,0.355136305891667,0.669313117466847,NA
ENSG00000196411.5,998.538797072018,-0.0302757587732452,0.124157095861446,-0.243850410346515,0.807346676700806,0.931742784951538,NA
ENSG00000142677.3,14.8652923319214,-0.0718430662500655,0.247801457431039,-0.289921887445149,0.771875996659797,0.916533242839331,NA
ENSG00000272772.1,0,0,0,0,1,NA,NA
ENSG00000252925.1,2.22791242926101,-0.480293606262889,0.514998627398941,-0.932611429837525,0.351020629799184,0.665812122721041,NA
ENSG00000185985.7,0.114721474082115,-0.737807390960672,3.28757376114279,-0.22442306836766,0.822428122472768,NA,NA
ENSG00000092094.6,21027.753363165,0.0602375205836682,0.0731308781662667,0.823694752396043,0.410113021887462,0.712977091370713,NA
ENSG00000200985.1,0.0172761006606077,-0.297131276305116,3.28763295822275,-0.090378482051032,0.927986455540121,NA,NA
ENSG00000243350.1,0.156404873090256,0.659782388344964,3.28759779285807,0.200688292764482,0.840942314499915,NA,NA
ENSG00000223503.1,4.2126815737614,0.116267128139201,0.289274497315327,0.401926644824354,0.68773801279841,0.87917055417025,NA
ENSG00000273077.1,0.0835732836293513,0.311514242132942,2.91819051637743,0.106749110582282,0.914988020556892,NA,NA
ENSG00000214881.4,12.6042718755191,0.257873434134564,0.188027276599204,1.37146821885977,0.170229044138582,0.475331386671391,NA
ENSG00000106113.14,0,0,0,0,1,NA,NA
ENSG00000213717.3,4.63550014112989,0.525890696760627,0.496953400677655,1.05822939543932,0.289950872830865,0.609547088756803,NA
ENSG00000221880.2,0.0243423367473424,-0.240555611708396,3.28763295822275,-0.0731698503954765,0.941670957957646,NA,NA
